Date,Open,High,Low,Close,Volume,Ticker
2020-02-25,89.62150297381979,90.30459381581197,88.41813738774356,89.47757926904688,1383609,AAPL
2020-02-26,90.21710449167792,91.43725384439846,90.15749394206921,90.51948049561716,4105003,AAPL
2020-02-27,91.24822646572069,90.87565200416073,90.55333605871525,90.79784990396274,2863082,AAPL
2020-02-28,90.6064769471027,91.52503758911683,90.64509717485059,90.6858087823041,3510963,AAPL
2020-03-02,89.98099154496087,90.55296319863689,90.15745561140045,90.32229473014382,2753313,AAPL
2020-03-03,88.62247148346532,89.17672855923259,87.79308954733838,88.38537336926404,3386149,AAPL
2020-03-04,87.08689143968893,87.83688692707373,86.45486336433554,87.47988079943487,4481591,AAPL
2020-03-05,86.93321215841678,87.78653683722845,85.8986232832962,86.92096449152173,6766392,AAPL
2020-03-06,88.35037904391389,88.9297151305266,87.92362654964741,88.35440756164417,3803005,AAPL
2020-03-09,89.33784110736921,89.61818286499745,87.8052285788256,88.85540266857926,3264719,AAPL
2020-03-10,86.78514234977344,86.78277998387905,86.1632777983596,86.57964632420608,6256583,AAPL
2020-03-11,87.03417642289352,87.07835307863809,86.86878143685712,87.04506878962135,4044221,AAPL
2020-03-12,86.94104778644152,87.84130006610833,86.12957149398616,86.58700810057535,5126553,AAPL
2020-03-13,86.35122086259005,86.01212180160606,84.86663534115024,85.75513369146573,6098227,AAPL
2020-03-16,86.83035443908223,86.63232526651991,85.3567159884248,86.58885366413699,2661342,AAPL
2020-03-17,87.9868922171304,90.28817301371113,87.12879997306027,87.98233797864027,6645812,AAPL
2020-03-18,88.67912379841064,90.25721987007825,88.90974820087524,89.26462665598329,6218907,AAPL
2020-03-19,87.72239524758359,89.48335631925455,87.10055568623667,88.19206813129115,3916933,AAPL
2020-03-20,87.69383089332572,88.70338686553056,87.4943252525781,87.82786706712405,8710611,AAPL
2020-03-23,88.04038063104056,88.55733787988562,87.4546327896688,88.30950924830827,9257668,AAPL
2020-03-24,89.57226032493782,91.23278600754287,89.37786617975054,89.65607589158788,7273672,AAPL
2020-03-25,89.08371692136338,89.3898826565341,88.51138421435279,89.05849113719151,6573945,AAPL
2020-03-26,89.09056492559903,89.20102337267096,88.22455037718258,88.85523505462353,5886202,AAPL
2020-03-27,87.40573447629545,87.48300219700319,86.58064801737108,87.436555327837,4906997,AAPL
2020-03-30,86.13362793183975,86.97596245696859,84.74595058735753,85.92461559817153,7466751,AAPL
2020-03-31,87.04981634913446,87.97592982052882,85.62177350005055,87.02176296292056,1785786,AAPL
2020-04-01,87.97699848864885,89.4105887299837,88.11872484059424,88.85464539486276,3427667,AAPL
2020-04-02,88.38603163360595,89.97464371328006,87.83439205862338,88.80311116057771,6311154,AAPL
2020-04-03,90.13008187935048,90.37814032068178,89.77751323031086,90.19506180932181,7557734,AAPL
2020-04-06,90.18222801468228,91.45689524389833,90.59496942472018,90.7310121567758,1563889,AAPL
2020-04-07,90.17187543695272,89.95931086166387,88.61376584791047,89.90220087099073,1277834,AAPL
2020-04-08,91.12826042336009,91.55517546407795,89.96160072277796,90.43608486247439,6506933,AAPL
2020-04-09,93.15727763953412,93.01646282963063,92.13594335786063,92.5930333556004,6585056,AAPL
2020-04-10,92.49075839289225,92.62922129766582,91.38955207964501,92.58957131248792,5730654,AAPL
2020-04-13,95.5425940431579,94.8907498642887,93.78574340546702,94.83572358388999,4894325,AAPL
2020-04-14,91.29472906690731,92.00091403238926,90.89347690157707,91.22691669823773,6379105,AAPL
2020-04-15,92.2490217515835,94.48099627393096,92.26495581215173,92.4047634987831,4244998,AAPL
2020-04-16,92.28785122219084,93.13340327575834,91.27966330288156,92.57177007385083,4998585,AAPL
2020-04-17,92.06415149583304,92.39840661979066,91.65835019627056,92.20359545889069,3816112,AAPL
2020-04-20,92.19747717874245,93.48536395652505,91.70797089975143,92.37676978174741,7900725,AAPL
2020-04-21,89.78462279915276,90.14946090330436,89.53290301381288,89.70818414985783,2732141,AAPL
2020-04-22,89.5296158137664,91.13651547648317,89.05348891121669,89.45779284410183,9675237,AAPL
2020-04-23,89.98462696780288,90.54089305380754,89.2729840213754,89.98325651373884,7905043,AAPL
2020-04-24,92.24742164105224,92.63115662263996,92.03984421820924,92.04632886871342,7134896,AAPL
2020-04-27,91.92320981531269,92.46631621970015,91.18218592006072,91.37920824585841,2634461,AAPL
2020-04-28,90.7516906933742,90.88678507717013,89.98698580569126,90.32285847442783,3887569,AAPL
2020-04-29,89.02453656121577,89.85594394882058,89.03708188855363,89.69044233931085,2746988,AAPL
2020-04-30,89.81422819100445,91.52612750108955,90.68526464405403,90.9759552656081,5896986,AAPL
2020-05-01,91.89873202178399,93.48887666741211,89.95882710277705,91.47141420378493,2020346,AAPL
2020-05-04,90.1722971020603,91.60728251375842,90.66580334720683,90.7928108979889,2886522,AAPL
2020-05-05,91.43740683257239,92.70730648567655,90.62843284853128,91.5402822742461,6523632,AAPL
2020-05-06,91.18291421025764,92.31709814401324,90.44442031664724,91.71952526654948,4119331,AAPL
2020-05-07,92.26955327826408,94.16773282609532,92.96156208459901,93.10845131750163,8301078,AAPL
2020-05-08,92.42872583526197,92.3649011359584,91.167622931136,92.17916791654329,5003487,AAPL
2020-05-11,92.1214502932673,91.77908499353141,90.41768038704005,91.7731001803728,1834938,AAPL
2020-05-12,91.01741769774327,91.82712134105105,90.60563639420722,91.2805385971693,1807400,AAPL
2020-05-13,88.18571775544797,89.94029414192265,88.27829677458024,89.34317751269802,7505134,AAPL
2020-05-14,89.54056180424104,90.44497046322633,88.93280755599586,89.78578674193987,7472036,AAPL
2020-05-15,90.35981269275354,90.257088280424,89.96399281743126,90.18314211125865,4931792,AAPL
2020-05-18,89.56791674201716,90.64779362749827,88.8521310028825,90.2351658957848,5367207,AAPL
2020-05-19,90.04565229913588,91.27287806742709,89.78659379308091,89.96317409720818,4581877,AAPL
2020-05-20,88.11063991984707,88.73817798096769,87.85153508012398,88.11738523923474,9043732,AAPL
2020-05-21,87.86068541825132,88.2982040369747,87.45315374090913,87.60693565260306,5297255,AAPL
2020-05-22,87.25345632576403,87.2744164216096,85.59350618164912,87.2013184968038,5149570,AAPL
2020-05-25,85.78190382459424,87.41713703677426,85.43383729232006,86.2013028770602,9694353,AAPL
2020-05-26,86.55075784580372,86.38856020502104,85.98088666198448,86.03601661779578,2779892,AAPL
2020-05-27,86.5336890706365,87.34805645592441,86.13789378009281,86.60233422597642,7363634,AAPL
2020-05-28,89.11993312769935,90.38295483141525,87.17464680007538,89.13210168265935,8252270,AAPL
2020-05-29,88.99328913209654,90.03450781606786,89.26555307652163,89.4105089481251,6518225,AAPL
2020-06-01,89.60244519725101,90.19934231106058,89.673022297591,89.80148221323009,1920243,AAPL
2020-06-02,89.34908167157356,90.1764460556814,88.98362593069992,89.74611972309545,4421103,AAPL
2020-06-03,87.16807221346025,87.50225725194666,86.63904101799375,87.24351432374107,4402410,AAPL
2020-06-04,87.99919278172344,87.6565791136015,86.74413139721786,87.25243908227229,9809609,AAPL
2020-06-05,86.7756305896087,87.54736383977679,86.6760319067646,87.37497976260833,3835309,AAPL
2020-06-08,89.97726909080224,90.99147781429346,88.97836111735101,90.70909254161009,9400944,AAPL
2020-06-09,91.15862450455114,92.03131357571439,90.13728651105747,90.4929716309999,6058211,AAPL
2020-06-10,90.85349188446888,91.92323480294641,90.03770951763357,90.94868044558378,8422244,AAPL
2020-06-11,90.64254983787865,91.12017693032954,89.67949765880024,90.94679996048825,3958963,AAPL
2020-06-12,89.87596937249147,90.2527102993098,88.77576480917264,89.41107439564571,4191319,AAPL
2020-06-15,90.72692944149081,91.94211454152384,90.61178121004416,91.00249205821699,6042486,AAPL
2020-06-16,92.92144962108128,92.44716212418324,91.73117289277833,92.08074792041457,3979718,AAPL
2020-06-17,93.54244248356625,94.91319129556366,92.70798970124557,93.22643940772953,4768553,AAPL
2020-06-18,91.78492024620532,92.21000506447199,91.88971470998642,92.00938238281039,9677980,AAPL
2020-06-19,95.02701791272172,94.80982904343637,92.44380204831734,94.0129434375661,9403037,AAPL
2020-06-22,91.82380088899556,92.70333265167282,91.2346191540747,92.1027409120954,9325344,AAPL
2020-06-23,93.30849643119417,93.97651893605595,91.46240149657567,92.9635573029938,8717753,AAPL
2020-06-24,96.26066171561745,96.87111469185838,95.80730320819795,96.11682645057307,6426967,AAPL
2020-06-25,95.3633149499409,95.09768086636527,93.49083455568946,94.74663690349612,4476808,AAPL
2020-06-26,94.72605721277893,95.3133312617175,92.66991130151928,93.99220778844524,7917571,AAPL
2020-06-29,94.1949585324218,94.19459712597104,93.62808387732929,94.17988779658161,9341219,AAPL
2020-06-30,93.1657640724666,94.36184700453683,92.8290418409035,93.51805494143105,5394203,AAPL
2020-07-01,91.62386633465441,92.24344057862166,90.11988064134749,91.41362772346541,5622776,AAPL
2020-07-02,91.24321930442528,92.94441214996364,91.35337975655251,91.5534552232187,9596108,AAPL
2020-07-03,91.05876417250512,90.61170290032832,89.24116650417007,90.15121761304957,6214802,AAPL
2020-07-06,90.90134397506412,91.77550258498886,90.07179094259259,90.83933008502166,6556452,AAPL
2020-07-07,89.47620294007427,90.22962244872531,88.2962229428929,89.63993994968399,7664102,AAPL
2020-07-08,91.87904378573548,92.57868609295109,91.7099725655759,91.79428080645556,7865999,AAPL
2020-07-09,90.15611489032452,91.75861226646589,90.68812840446694,90.76749125887193,8562635,AAPL
2020-07-10,89.93618506518757,91.179797561776,89.87968914897199,90.37523429707119,5435786,AAPL
2020-07-13,92.07994435544424,91.68785703006434,90.66140216218336,91.530571500289,3862750,AAPL
2020-07-14,89.60581248645464,90.39846892252812,89.84767514945791,89.90109004507414,8085757,AAPL
2020-07-15,89.78102609782097,91.31447764512431,88.57880681093576,90.25346280499912,7785932,AAPL
2020-07-16,92.33366199807733,92.91080855513849,91.8800793595223,92.08656944326472,5906526,AAPL
2020-07-17,90.4708658481366,90.47480164725255,89.62610058944894,89.93766851205933,3578305,AAPL
2020-07-20,90.55656535517095,91.08791693818922,88.77804894536412,90.23220165462997,2255950,AAPL
2020-07-21,91.08129744041513,91.04974231545204,90.39189057434942,90.62993873669807,9277304,AAPL
2020-07-22,91.39774426869606,92.99918401335663,91.43628685261132,91.74490473522049,4696458,AAPL
2020-07-23,89.46283140438067,90.86761479012404,89.23811405573706,90.10338114649866,2615270,AAPL
2020-07-24,89.04389716857317,89.4697641230024,87.97170928806648,88.38045441661922,2089100,AAPL
2020-07-27,88.97587474206593,89.6118681586951,88.06861057499243,89.11966033023104,7445860,AAPL
2020-07-28,89.44999756111562,90.12265310064438,89.40804846913639,89.56232349993668,6925803,AAPL
2020-07-29,90.5417566967226,90.57114581483732,89.34043337587258,89.94443831640385,5675195,AAPL
2020-07-30,90.7098671979816,90.98478039776131,89.07605809797134,90.45828912293551,9131526,AAPL
2020-07-31,89.7892560315976,89.81836971991859,88.78998148778744,89.58505238188665,9957541,AAPL
2020-08-03,90.9162839165821,90.42730230079813,89.2583279654428,89.94265363643457,1384903,AAPL
2020-08-04,90.09328141984993,91.29567358116937,90.3297923161368,90.38410050189734,8609420,AAPL
2020-08-05,89.88055066533673,91.22137518234675,89.1180969640551,89.46550225000425,2768407,AAPL
2020-08-06,92.07695952347025,92.37257441038656,90.90054078237907,92.05071902776626,9105925,AAPL
2020-08-07,92.8782293316394,94.20507665711379,91.51746486171302,92.75366474071127,6521980,AAPL
2020-08-10,91.85313544415125,91.24339880980544,90.83794977487283,91.15648638762035,8249433,AAPL
2020-08-11,92.33856946525887,92.34734735434579,91.39312704555743,92.10469916746119,6125702,AAPL
2020-08-12,91.05772118786322,91.43005093316609,90.46897751876858,90.81329897404676,2540710,AAPL
2020-08-13,92.43079643740279,92.21547065373656,90.80673781955602,91.9377767367721,4346386,AAPL
2020-08-14,93.42551721782775,93.90465932487224,93.0375624646586,93.5963083588813,6783877,AAPL
2020-08-17,92.10929221736195,93.17437733406332,90.28644607452226,92.49741584526808,7672028,AAPL
2020-08-18,93.40021155276357,94.20528922227687,93.50366394366128,93.8907008903803,7461202,AAPL
2020-08-19,93.59178654920733,94.81993154379302,93.65767206682561,94.52109746336805,5294329,AAPL
2020-08-20,96.72602628117407,96.19098720478887,95.22696640354356,95.74170242537566,8750981,AAPL
2020-08-21,98.01049344795061,100.06749173323954,98.13212691036307,98.55412210787945,2199728,AAPL
2020-08-24,98.13245601464078,98.98461485673427,97.96606844899884,98.24113705243097,2543992,AAPL
2020-08-25,97.05074352988291,97.78048374020591,95.94222511006286,97.18525438471679,2959484,AAPL
2020-08-26,96.09258301326574,96.92056993081394,95.4507124479104,95.94511216276135,1767128,AAPL
2020-08-27,95.21233627753058,95.0570232430502,94.0344600335063,94.825572536439,5509408,AAPL
2020-08-28,95.17104424643838,94.80058644595006,92.69361458845982,94.76333754829442,3331774,AAPL
2020-08-31,95.01931950613182,95.42531918886431,94.7534704933739,95.29714758972955,1434368,AAPL
2020-09-01,95.66134357449697,96.06098788879375,95.18542536390287,95.74134586350159,7077449,AAPL
2020-09-02,97.12219156884895,98.37337464007611,96.39220829042566,96.9851612585163,3834523,AAPL
2020-09-03,96.9319115361447,98.10247477831004,96.96238736657023,97.05259212832182,2167498,AAPL
2020-09-04,100.03905252418726,100.54374148199864,99.00379054689567,99.24147578885272,9905184,AAPL
2020-09-07,99.14050075789113,99.5129322757877,97.79319611154041,98.89771924327813,4791296,AAPL
2020-09-08,103.44668606161983,104.43767888943563,102.87583886820917,103.06797423801646,8020480,AAPL
2020-09-09,104.43685711467145,104.49449057432767,103.33028536762069,104.09185441211821,3933811,AAPL
2020-09-10,103.41671314065441,103.93514336930033,100.86984091358862,102.81346855293312,4833538,AAPL
2020-09-11,101.31735024480976,103.26266549683253,101.17581732908339,101.22573004763905,9919757,AAPL
2020-09-14,101.35049804818316,103.05626606306748,101.22765146960826,102.0119598914875,1238366,AAPL
2020-09-15,101.9247263621122,101.97504248671025,101.10274541258467,101.72144218772551,7877037,AAPL
2020-09-16,102.53313622165757,103.94321887130141,102.49462528419751,102.8681556332745,5407900,AAPL
2020-09-17,103.37882023005751,103.80296345305169,103.33030901697948,103.65278318155531,9457123,AAPL
2020-09-18,103.89510529744133,103.61615546280589,101.63387992429526,103.59139396706647,9805348,AAPL
2020-09-21,102.96866082330455,102.69468192499153,100.27272891643945,102.33506194917565,9033076,AAPL
2020-09-22,100.09662752009766,101.65074020888412,98.79422839638715,100.08598258680365,1941208,AAPL
2020-09-23,99.62118992392541,100.28166685320173,99.07251490743558,99.46759553799554,5383233,AAPL
2020-09-24,101.6619364143315,102.3486739048057,99.69285431919744,100.80398615576576,3967381,AAPL
2020-09-25,101.30060141086675,101.68456236598033,100.82714712456543,101.1788058148828,4114659,AAPL
2020-09-28,100.64784664159258,100.74567654695906,99.26925159587265,99.35539043362279,8303667,AAPL
2020-09-29,99.9454459526928,100.03005487369437,99.30916956948003,99.66364219778471,7537932,AAPL
2020-09-30,99.40852780473278,102.3976228441487,100.09933948144472,100.2914752783877,6607414,AAPL
2020-10-01,99.39307760115405,99.63947644616455,98.5188174734805,99.02009779617555,7095513,AAPL
2020-10-02,99.48756807311506,100.17734617001835,97.86117579166914,99.29832612507806,9411603,AAPL
2020-10-05,100.07600070674732,100.02377714686747,98.86987725672927,99.43476936852413,2653005,AAPL
2020-10-06,98.12258312668826,97.91424111165279,96.76692558859664,97.79341959494707,7243383,AAPL
2020-10-07,98.3007425676525,100.29112336682299,97.0285040504991,98.36884134125874,1441168,AAPL
2020-10-08,98.64184513688038,99.7513500272123,97.6210993587187,99.24939946044135,6947117,AAPL
2020-10-09,100.81992196176687,101.99410746751877,97.74417485088149,100.92540074179661,9888079,AAPL
2020-10-12,102.14843473029926,104.10464635942107,101.43215376852989,102.58468660151546,7074999,AAPL
2020-10-13,100.24495990584559,102.50990165685535,100.29259394227076,100.53677969675468,5949331,AAPL
2020-10-14,99.47385265819469,99.18563626768395,97.11690429911309,99.18197082750994,6280156,AAPL
2020-10-15,100.83612145058052,101.0126342804857,99.44800394675391,100.00115951699158,9399122,AAPL
2020-10-16,101.02418902775118,102.17777090663074,100.27250061619364,100.82522479917,3144608,AAPL
2020-10-19,101.05014937251569,102.41279945960987,99.70266818435262,101.6580048028357,6506126,AAPL
2020-10-20,107.9994143162267,108.28282760568693,106.92513867562586,107.75986270380098,3930299,AAPL
2020-10-21,109.39158255229864,110.07943308317437,106.90413422950319,108.74096821999673,8818441,AAPL
2020-10-22,110.32698290954218,112.52909993172031,110.14286803267359,110.66438917271452,6091281,AAPL
2020-10-23,112.24026718639861,112.9477308421474,110.09674870535683,112.31552823073288,1628373,AAPL
2020-10-26,113.48338445873199,114.47342052457992,112.62274025340713,113.47505074052107,1633389,AAPL
2020-10-27,112.55272114094512,115.24147669617602,110.66270884603513,112.99617367144243,9379482,AAPL
2020-10-28,114.71773756382991,114.95424243413518,114.31455223294999,114.34709264967135,2157260,AAPL
2020-10-29,113.01733265092348,113.46471316685817,110.73601173263276,113.08572019338033,8862148,AAPL
2020-10-30,112.97756995213656,113.12703261624249,112.37997005853674,112.74107725379159,7232474,AAPL
2020-11-02,111.48232397414534,113.71956424811084,110.13898525379001,111.97922741618629,4355000,AAPL
2020-11-03,111.92755252812813,113.13083705632535,111.76835814993078,112.17290737514145,4581311,AAPL
2020-11-04,116.61370139681325,116.67606832927515,115.19069150205698,116.19401942917966,7158157,AAPL
2020-11-05,112.83047734716286,113.56491182740794,113.00593209097666,113.04120489084137,4783831,AAPL
2020-11-06,115.25465281761026,114.31769288206144,114.24738203988221,114.26796955374449,6182190,AAPL
2020-11-09,111.36970940541974,112.21553470209106,111.06527086871324,111.5926917938746,2350093,AAPL
2020-11-10,110.98547946879317,113.66522964472212,109.34562370327694,110.86093567415045,8645195,AAPL
2020-11-11,113.2687098741251,113.07739859031695,112.07491637045182,112.74299445917238,9582299,AAPL
2020-11-12,112.10746813228955,113.18066593453301,109.85471395509349,112.90819369682426,5475687,AAPL
2020-11-13,110.17454082493518,112.43252622100937,110.45300150342594,111.15313794883328,6755327,AAPL
2020-11-16,109.18260877242896,110.44692690640996,109.48467860963432,110.02188670337858,3592440,AAPL
2020-11-17,111.90679751035985,111.43215238453878,110.50048098794733,111.20477063223224,9868577,AAPL
2020-11-18,109.74447161960623,111.97999450986947,110.02322156520343,110.04812639456144,3491721,AAPL
2020-11-19,111.87414613119459,112.19881388952889,108.90863451130767,110.46123684523701,1682346,AAPL
2020-11-20,110.28004718771929,111.10719763644542,109.5027295647893,110.59205369134895,8313861,AAPL
2020-11-23,109.67227110096422,109.736438231497,109.35346759749879,109.57116359579211,5995427,AAPL
2020-11-24,114.08164437139523,113.29245783631262,113.1192315833776,113.20874272701013,3931659,AAPL
2020-11-25,115.49447275749253,114.86397546669524,113.68530006075662,114.34751408358377,1199542,AAPL
2020-11-26,112.12561435426939,111.19811080010707,110.44803145437791,110.9816688182202,4483802,AAPL
2020-11-27,112.02090538384185,112.19249173110323,110.57298836465337,111.34815861032462,8381740,AAPL
2020-11-30,110.86822213207914,111.55054160611306,109.73240137982731,110.30343406560463,6087365,AAPL
2020-12-01,112.1099195377044,112.47481878359227,111.68029259960394,111.77875989975992,5084032,AAPL
2020-12-02,110.94316026616079,111.20877736356748,108.11500149500547,110.51306492543162,2223045,AAPL
2020-12-03,110.07401122048796,111.26599497574283,108.80677032323023,110.37820567229066,9295445,AAPL
2020-12-04,110.81787917858394,112.2693865114964,109.21249404113124,111.27309679635253,2936983,AAPL
2020-12-07,112.78202422233767,113.49624531105832,111.90016394846836,112.78392714513161,2404568,AAPL
2020-12-08,110.73258024879975,111.10746055534379,110.07476643922924,110.82688540709285,1760956,AAPL
2020-12-09,110.07733482005007,111.23241589989107,109.97624903522662,110.32735207288727,4554382,AAPL
2020-12-10,109.98055573049494,109.63577811758516,108.74280000009531,109.5989391032645,8297881,AAPL
2020-12-11,109.10305681351701,109.07817828993586,108.30229817062109,108.58440059622163,8122887,AAPL
2020-12-14,111.60339901766736,112.13018665047525,109.77085365308966,111.55408826968211,5357847,AAPL
2020-12-15,113.11950100155742,112.51055437771966,111.38923258254526,112.28994216481507,5565861,AAPL
2020-12-16,109.6119317804973,110.4681798715249,109.29071201376242,110.24123788661606,1499964,AAPL
2020-12-17,111.71714647829266,112.6602911586126,110.24172478797009,111.8254267366704,3997493,AAPL
2020-12-18,115.08612469475412,115.70426422447079,114.1705063064515,115.50008990713945,8578729,AAPL
2020-12-21,116.2661293393229,119.1789068618542,114.02944312815623,117.36142633777985,7638784,AAPL
2020-12-22,114.72686872628023,115.33803518027042,113.84535551455068,114.77431682244026,9394043,AAPL
2020-12-23,113.93126224844924,114.32541866822045,112.91001079465782,114.00065872922092,1139565,AAPL
2020-12-24,117.12557556538589,116.54371231756062,115.64498462203312,116.24591382324223,3942905,AAPL
2020-12-25,115.4389647741592,115.35391394176054,114.82109969994904,115.07600832085562,4428261,AAPL
2020-12-28,115.30906582625745,115.97418169238976,115.87674877412839,115.90259538173511,7322954,AAPL
2020-12-29,118.40339665608519,117.87828543469514,116.50765290870783,117.31582466397103,9190219,AAPL
2020-12-30,116.4605168672278,116.76610721483152,115.51680406364557,115.75382029241368,6082281,AAPL
2020-12-31,116.0451196537978,116.4601844591666,114.82216669028357,115.70835182445205,5754417,AAPL
2021-01-01,110.14754051571818,111.59921390235851,108.49053787038362,110.27241525870748,2327654,AAPL
2021-01-04,108.1240579252712,109.77738226843763,108.31969752528109,108.64525050636851,3627014,AAPL
2021-01-05,108.08702633274434,108.8161400057504,107.27883475436279,108.28855500245864,8995018,AAPL
2021-01-06,106.91260248882044,106.7079600075626,105.89235717837519,106.33374887723015,6936419,AAPL
2021-01-07,110.05141924460774,109.86357390903568,108.26016019936336,109.02409268416018,8210547,AAPL
2021-01-08,107.58738174567762,108.1473512296885,103.75854520671524,106.76357079723728,8313184,AAPL
2021-01-11,105.85485512231094,106.59823358768031,106.00350196317419,106.11422450878302,1447628,AAPL
2021-01-12,105.78020431154471,106.5686986250947,105.95732163290141,106.37570477929121,6303441,AAPL
2021-01-13,108.83146520569507,109.4019783211179,107.9521819786677,108.75485488900163,9853143,AAPL
2021-01-14,105.54916447349443,107.08438102282136,106.29776111187667,106.49077688304114,3648191,AAPL
2021-01-15,108.59445748555295,108.8670386697519,107.9202463148643,108.41926944814723,2348894,AAPL
2021-01-18,108.41007702418881,109.4955204846503,108.27875941768252,108.49014415351368,7151990,AAPL
2021-01-19,106.7088182526387,106.99167675363046,105.86740379984367,106.95805003005196,9445180,AAPL
2021-01-20,106.8966820970933,108.67010692114174,107.53350828793323,107.755875220746,4550985,AAPL
2021-01-21,108.40983982673008,108.75189185483578,106.55105239229434,108.13215639149864,3513595,AAPL
2021-01-22,106.93100768942438,109.13132446611988,106.7355675779266,107.21657949904848,9161665,AAPL
2021-01-25,106.754431854593,107.76875487163949,106.34956865055946,107.3825752679324,1737550,AAPL
2021-01-26,105.28308718647342,107.13875528077455,106.56395172665486,106.81712108966023,6007106,AAPL
2021-01-27,107.03794520661171,107.24947269075292,106.24988467667572,107.05267292726677,2798954,AAPL
2021-01-28,109.13385662611508,111.08848440456848,107.87318870931331,108.17528749618843,1929090,AAPL
2021-01-29,111.75569394101296,111.22276616011965,109.78112254920012,110.83506507525655,3802743,AAPL
2021-02-01,108.60178747092775,109.94348248167435,108.50385148794747,108.85056339620631,9776510,AAPL
2021-02-02,112.1072342078192,112.55316088948553,111.3306939395994,112.44581533848945,7165706,AAPL
2021-02-03,109.51168718982666,111.19625481011849,108.56414893214829,109.25560611243974,2900302,AAPL
2021-02-04,108.51722783641198,109.1495591025007,108.85517109483587,109.06165568144257,6846636,AAPL
2021-02-05,110.24949689709929,111.00044183769845,109.75616896739437,110.0833855268158,1684659,AAPL
2021-02-08,111.02729710693559,111.61609573938854,109.28830636382531,110.60364076738838,8430747,AAPL
2021-02-09,110.3027038700908,110.23262132453017,108.4746731637968,109.6301594452751,8410825,AAPL
2021-02-10,109.28834807514458,109.47077933966354,108.71765444409345,109.34310386307888,9828325,AAPL
