Date,GDP_Growth,Unemployment,Inflation,Interest_Rate,VIX
2023-12-31,1.3740488177103893,5.6229471612868895,5.1974106488749445,1.881426480639061,11.245353945153543
2024-01-31,1.006450781936451,4.7121499169895,2.258461371085592,1.8085341610192305,20.4783153134664
2024-02-29,3.0161954505415953,5.258455390969732,0.28816428431379926,1.4793652086956517,18.70266980519895
2024-03-31,2.110594343256129,4.230626713254193,3.123570731725436,1.6431899132884842,25.3742860786514
2024-04-30,3.514367020264488,4.5960196498775625,3.9404394448817825,1.356710403880447,14.00686437042854
2024-05-31,1.0664551111153804,4.7219897528170724,0.46266956375103074,1.6449574431537322,19.987139986756038
2024-06-30,2.927184975711258,4.216808951731882,1.2922960698256531,1.4440272129081233,24.356634466933926
2024-07-31,2.4575516538969717,5.169611827302475,3.5224167715509793,1.6375341215738624,23.802052509463035
2024-08-31,1.8864491347334915,4.19159851874847,2.846837148315011,0.9650124541180025,19.228036129890917
2024-09-30,1.9590169647227813,4.065778628278502,1.3398534242561437,1.029774371581209,25.898816908992835
2024-10-31,2.602936100775657,3.99531845683142,1.6262341551555695,1.0385922704265493,16.344579477462336
2024-11-30,2.468483773030528,4.27678986760935,0.1243197765386701,1.1658965083702946,23.66081445952701
2024-12-31,1.6083606798474985,4.272217330941219,0.518272124078671,1.0541904371117632,24.491065884969696
